富裕,富有
发表,刊登
发奋,发愤
奋发,发奋
发挥,发扬
施展,发挥
发掘,挖掘
发问,提问
法则,规律
烦躁,浮躁
急躁,焦躁
繁多,繁琐
繁杂,复杂
庞杂,繁多
繁华,繁荣
繁盛,繁华
繁忙,劳碌
忙碌,繁忙
繁茂,茂盛
旺盛,兴旺
繁殖,生长
反驳,批驳
反对,腹诽
反复,重复
反击,还击
回击,反击
反间,离间
反省,检查
检讨,反省
反响,反应
反映,反响
反正,横竖
犯法,犯罪
范畴,范围
规模,领域
方案,规划
计划,意图
方位,方向
方圆,周围
芳香,芳馨
芬芳,芳香
防备,防范
戒备,提防
防止,预防
妨碍,妨害
阻碍,妨碍
房子,屋子
仿佛,似乎
仿效,效法
仿造,仿制
仿照,模仿
模拟,仿照
放荡,模拟
放肆,放纵
放弃,废弃
作废,放弃
放任,纵容
放哨,站岗
放手,撒手
放置,搁置
放逐,流放
飞奔,飞驰
非常,十分
异常,非常
非难,非议
绯红,嫣红
肥大,肥美
肥壮,肥大
肥胖,臃肿
匪徒,强盗
废除,废止
废品,废物
分辨,分别
区别,分辨
分别,分头
分布,分散
疏散,分布
分担,分摊
分开,离开
分离,分手
分量,重量
分裂,决裂
破裂,分裂
分明,明明
分派,分配
分析,剖析
吩咐,命令
纷繁,纷纷
纷纭,纷繁
纷乱,混乱
缭乱,凌乱
紊乱,杂乱
氛围,空气
气氛,氛围
焚毁,烧毁
销毁,焚毁
粉饰,掩饰
粉碎,稀烂
稀碎,粉碎
愤慨,愤懑
愤怒,恼怒
丰产,丰登
丰收,丰产
丰富,丰厚
丰盛,丰硕
风暴,风波
风采,风度
风韵,风姿
风格,作风
风光,风景
风行,流传
通行,风行
风气,风尚
风俗,风气
风趣,滑稽
诙谐,幽默
风味,味道
滋味,风味
风险,危急
危险,风险
疯癫,疯魔
烽火,烽烟
锋利,锐利
犀利,锋利
缝隙,罅隙
讽刺,讥讽
讥诮,挖苦
奚落,讽刺
奉告,通告
通知,奉告
奉劝,规劝
奉送,馈赠
赠送,奉送
捐献,募捐
奉养,供养
赡养,养活
否定,否决
否认,否定
夫人,妻子
肤浅,浮浅
浅薄,浅陋
扶持,扶助
扶植,培养
培育,培植
造就,扶植
服从,顺从
听从,服从
服侍,侍奉
俘获,俘虏
缉获,缴获
符合,吻合
福分,福气
俯就,姑息
迁就,俯就
辅导,指导
辅助,援助
赞助,资助
腐败,腐朽
腐烂,溃烂
糜烂,腐烂
腐蚀,侵蚀
付出,支付
负伤,挂彩
挂花,负伤
附带,附加
附近,邻近
临近,左近
附丽,附着
附议,批准
同意,赞成
赞同,赞许
复活,复生
回生,复活
复辟,复古
复习,温习
富丽,瑰丽
绚丽,壮丽
富强,强大
强盛,壮大
富饶,富庶
富余,富裕
富足,富饶
覆盖,笼罩
覆没,覆灭
该当,理当
应当,应该
改变,转变
改动,更改
改革,改造
革新,改革
改观,改进
改良,改善
改期,缓期
改正,更正
矫正,纠正
概况,概略
梗概,概况
概括,综合
甘心,情愿
甘愿,宁肯
宁愿,甘愿
尴尬,狼狈
难堪,尴尬
赶紧,赶快
赶忙,慌忙
急忙,连忙
赶跑,赶走
敢于,勇于
感触,感受
感想,观感
感到,感觉
觉得,认为
以为,感到
感激,感谢
谢谢,感激
感慨,感叹
感情,情感
干脆,索性
干涸,干枯
枯萎,干涸
干劲,劲头
干净,洁净
清洁,干净
干练,老练
干涉,干预
干系,关系
刚才,刚刚
刚健,刚劲
遒劲,刚健
刚强,坚强
倔强,顽强
刚毅,坚毅
纲领,纲要
高超,高明
高潮,热潮
高大,魁伟
魁梧,高大
高档,高等
高级,高档
高低,高下
上下,左右
高深,精深
精湛,深湛
高兴,兴奋
高雅,斯文
文雅,高雅
羔羊,羊羔
告别,告辞
告退,告别
告发,告密
告假,请假
告诉,告知
歌唱,歌颂
讴歌,歌唱
格局,格式
款式,格局
格言,警句
名言,格言
隔断,隔离
隔阂,隔膜
个子,身材
给以,加以
予以,给以
根本,基本
根基,基础
根据,依据
根由,来由
跟随,尾随
追随,跟随
跟踪,追踪
耿介,耿直
正直,耿介
更加,越发
更替,替代
公道,公平
公允,公正
公开,公然
公路,马路
公民,国民
人民,公民
公园,花园
公约,契约
条约,公约
功绩,功劳
功勋,事迹
业绩,功绩
功能,功效
攻打,进犯
进攻,进击
恭敬,恭顺
共计,总计
共鸣,共识
共同,一同
供给,供应
提供,供给
勾搭,勾结
勾画,勾勒
勾引,利诱
引诱,勾引
苟安,偷安
构造,结构
购买,购置
估计,估量
孤傲,孤高
孤单,孤独
孤苦,伶仃
古怪,怪僻
奇怪,古怪
古迹,史迹
遗迹,遗址
蛊惑,困惑
迷惑,迷惘
鼓吹,宣传
宣扬,鼓吹
鼓励,鼓舞
勉励,鼓励
固然,虽然
固执,顽固
执拗,固执
故居,旧居
故里,故土
故事,小说
故乡,家乡
顾盼,张望
挂钩,接洽
联络,联系
乖僻,乖张
拐骗,哄骗
瞒哄,隐瞒
怪罪,见怪
关怀,关心
关键,要害
症结,关键
关联,关涉
关切,关注
关照,照顾
照料,照应
观点,见地
见解,看法
意见,观点
观看,观望
观赏,鉴赏
玩赏,欣赏
管教,管束
管制,管教
管理,料理
贯穿,贯串
惯用,习用
灌输,灌注
光彩,光芒
光荣,荣耀
光复,克复
收复,光复
光辉,光泽
辉煌,光辉
光亮,光明
光临,莅临
光阴,时光
广博,渊博
广大,宽大
广泛,普遍
广阔,宽敞
宽广,宽阔
辽阔,广阔
归咎,归罪
规定,规矩
规则,限定
轨道,路线
诡辩,狡辩
诡计,阴谋
诡秘,神秘
贵宾,客人
来宾,贵宾
滚动,滑动
国度,国家
国事,国是
国土,领土
果断,武断
过程,进程
历程,行程
过从,过往
过度,过分
过火,过甚
过头,偏激
过路,路过
过期,过时
过细,细密
细致,过细
害处,坏处
害臊,害羞
酣睡,鼾睡
憨厚,憨实
含糊,含混
模棱,含糊
寒冷,严寒
寒喧,应酬
行动,行径
行为,行动
豪放,豪迈
豪爽,豪放
豪华,奢华
豪杰,好汉
英豪,英雄
豪情,激情
好比,好像
活像,好比
好处,利益
益处,好处
好歹,好赖
好玩儿,有趣
好心,好意
善意,好心
好在,幸而
幸好,幸亏
号令,号召
耗费,花费
破费,消费
耗损,损耗
消耗,耗损
呵斥,呵责
合格,及格
合力,协力
合适,适合
适宜,合适
合作,协作
和蔼,和睦
和缓,缓和
和气,和善
和顺,温存
温柔,温顺
和谐,协调
折衷,和谐
赫赫,显赫
煊赫,赫赫
黑沉沉,黑洞洞
黑糊糊,黑魆魆
黑黝黝,黑沉沉
衡量,权衡
红扑扑,红彤彤
宏大,庞大
洪亮,嘹亮
后代,后裔
后来,以后
之后,后来
呼喊,呼唤
招呼,召唤
呼啸,怒吼
咆哮,呼啸
忽略,忽视
疏忽,忽略
互相,相互
花样,名目
名堂,花样
划分,区分
华丽,华美
化妆,化装
怀念,追念
欢畅,欢快
欢乐,欢腾
欢跃,欢畅
欢喜,喜爱
喜欢,欢喜
欢悦,喜悦
环抱,环绕
围绕,环抱
环顾,环视
幻灭,毁灭
破灭,幻灭
幻想,空想
涣散,散漫
豢养,饲养
喂养,驯养
荒诞,荒谬
荒唐,荒诞
荒废,荒芜
旷废,荒废
荒凉,荒漠
荒野,荒原
慌乱,忙乱
慌张,张皇
惶恐,恐慌
晃荡,晃动
谎话,谎言
假话,谰言
挥动,挥舞
挥霍,浪费
糟蹋,挥霍
回顾,回首
回绝,拒绝
谢绝,回绝
回溯,追溯
回想,回忆
回旋,盘旋
悔改,悔过
悔悟,悔改
毁坏,破坏
汇合,会合
会师,汇合
会见,接见
会面,会晤
见面,会面
会谈,谈判
会心,会意
意会,会心
绘画,图画
晦涩,艰涩
昏厥,昏迷
昏聩,昏庸
浑厚,浑朴
混充,冒充
混合,混同
混淆,混杂
魂灵,灵魂
豁达,开阔
开朗,爽朗
豁免,免除
活动,运动
活泼,活跃
生动,活泼
活捉,生擒
火把,火炬
火候,时机
火线,战线
阵线,火线
祸害,危害
祸首,罪魁
饥荒,饥馑
机会,机遇
机缘,机会
机警,机敏
机能,性能
积存,积压
积聚,积累
积蓄,积聚
缉捕,缉拿
激发,激励
激烈,剧烈
及时,即时
适时,及时
吉利,吉祥
汲取,吸取
极度,极端
极力,竭力
急促,紧促
急剧,急遽
急迫,紧迫
急切,迫切
急速,迅速
棘手,辣手
集合,集中
聚合,聚拢
集团,团体
瘠薄,贫瘠
几何,几许
几乎,简直
计策,计谋
计算,算计
记录,记载
伎俩,手段
手法,手腕
纪念,留念
技能,技巧
技术,技能
季节,时节
寂寥,寂寞
加强,增强
枷锁,桎梏
家眷,家属
嘉勉,嘉许
夹攻,夹击
假定,假设
假期,假日
假如,假若
假使,假如
假造,捏造
伪造,假造
假装,伪装
装作,假装
价格,价钱
价值,价格
驾驶,驾驭
架设,铺设
尖刻,苛刻
刻薄,尖刻
尖利,尖锐
坚固,牢固
坚实,坚硬
坚信,确信
间谍,特务
间隔,距离
艰巨,艰苦
艰难,艰巨
监督,监视
监禁,禁锢
兼备,兼顾
统筹,兼备
兼并,吞并
兼任,兼职
俭朴,简朴
减轻,减少
减弱,削弱
简洁,简练
简易,浅易
见识,见闻
见笑,笑话
饯别,饯行
建立,建树
树立,建立
建造,建筑
健康,健壮
渐渐,逐步
逐渐,渐渐
践踏,蹂躏
鉴戒,借鉴
将来,未来
僵持,相持
讲和,求和
议和,讲和
讲解,讲授
解说,讲解
讲究,讲求
考究,讲究
讲演,演讲
演说,讲演
降低,降落
下降,降低
降伏,驯服
征服,降伏
交错,交织
交代,坦白
坦率,交代
交锋,交手
交战,交锋
交换,交流
交际,社交
交界,接界
接壤,交界
交融,融合
融会,交融
交谈,攀谈
交往,交游
来往,往来
交心,谈心
交易,贸易
娇纵,骄纵
骄傲,自满
骄横,狂妄
焦急,焦灼
着急,焦急
狡猾,狡诈
矫健,矫捷
脚印,足迹
叫喊,叫唤
叫嚷,叫嚣
呐喊,叫喊
觉悟,觉醒
醒悟,觉悟
教导,教诲
教训,教育
教师,教员
老师,教师
教室,课堂
阶层,阶级
接待,款待
招待,接待
接管,接纳
接收,接受
吸收,接管
接济,救济
救援,救助
接近,亲近
接连,连接
衔接,接连
接踵,相继
揭幕,开幕
揭示,展示
节俭,节省
节令,时令
节制,控制
洁白,雪白
结合,联合
结实,硬朗
壮实,结实
结束,收场
收束,结束
捷报,喜报
截止,截至
解除,破除
解聘,解职
解散,遣散
解脱,开脱
介绍,引见
介意,在乎
在意,介意
界线,界限
借故,借口
紧凑,紧密
紧急,紧张
紧缩,收缩
压缩,紧缩
紧要,要紧
谨慎,谨严
尽管,纵然
纵使,尽管
尽力,努力
尽情,尽兴
尽头,止境
终点,尽头
进步,提高
先进,进步
近似,类似
相似,近似
晋升,提升
禁止,制止
经常,时常
经管,经营
经过,通过
经历,经验
阅历,经历
旌旗,旗号
旗帜,旗子
惊诧,惊愕
惊骇,惊讶
惊慌,惊惶
惊悸,惊恐
惊奇,惊异
精彩,精美
精粹,精炼
精干,精悍
精华,精髓
精力,精神
精良,精巧
精细,精致
精密,严密
缜密,精密
精辟,透辟
透彻,精辟
精确,正确
准确,精确
景慕,敬慕
仰慕,景慕
景色,景物
景致,景色
景象,气候
气象,天气
警告,正告
敬爱,亲爱
心爱,敬爱
敬佩,敬仰
敬重,钦佩
境况,境遇
久久,许久
就手,顺手
随手,就手
就要,快要
就义,牺牲
阵亡,就义
就职,上任
拘谨,拘束
局面,局势
事态,形势
局限,限制
举办,举行
巨大,伟大
重大,巨大
巨人,伟人
具备,具有
据说,听说
聚会,聚首
捐款,捐助
捐躯,舍身
献身,捐躯
眷恋,留恋
迷恋,依恋
决定,决议
决计,决意
诀别,永别
永诀,诀别
诀窍,窍门
抉择,选择
绝对,千万
万万,绝对
绝路,死路
崛起,突起
均衡,平衡
均匀,匀称
麇集,密集
俊美,俊俏
俏丽,俊美
俊秀,英俊
英武,俊秀
竣工,落成
疏导,开导
开端,开始
开头,起头
开发,开垦
开荒,垦荒
拓荒,开荒
开口,启齿
开辟,开拓
开销,开支
开业,开张
开展,展开
勘察,勘探
勘正,考订
校订,校对
校正,勘正
看穿,看透
看管,看守
看破,识破
看重,器重
正视,重视
注重,看重
考查,考察
考核,考校
考据,考证
考虑,思虑
推敲,斟酌
靠近,靠拢
可怕,恐怖
可惜,痛惜
惋惜,可惜
渴望,盼望
希望,指望
克服,战胜
刻画,描绘
描述,描写
课题,问题
肯定,确定
坑害,迫害
陷害,坑害
空洞,空泛
空虚,空洞
空儿,时候
时间,空儿
空旷,空阔
空濛,迷蒙
空闲,清闲
恐怕,生怕
控告,控诉
口风,口气
口吻,口风
枯槁,枯瘦
哭泣,啼哭
呜咽,哭泣
苦楚,苦处
痛楚,痛苦
苦闷,苦恼
苦难,灾害
灾荒,灾祸
灾难,苦难
酷爱,热爱
夸大,夸张
夸耀,炫耀
垮台,塌台
快活,快乐
快慰,欣慰
宽绰,宽裕
宽宏,宽厚
亏本,赔本
蚀本,折本
窥测,窥见
窥伺,窥探
溃败,溃退
溃散,溃逃
困顿,困苦
困难,困顿
困乏,困倦
扩充,扩大
扩展,扩张
阔绰,阔气
拉拢,笼络
收购,收买
来回,来历
来路,往返
来年,明年
拦截,拦阻
阻挡,阻拦
阻挠,阻止
滥调,老调
朗读,朗诵
劳顿,劳累
牢靠,稳定
稳固,牢靠
牢骚,怨言
老是,总是
乐趣,趣味
了结,了却
羸弱,瘦弱
冷淡,冷酷
冷漠,严酷
冷落,冷僻
冷清,清冷
生僻,冷落
冷眼,冷遇
黎明,凌晨
清晨,早晨
黧黑,漆黑
黝黑,黧黑
礼让,谦让
忍让,礼让
里手,内行
行家,里手
理由,缘由
力量,力气
气力,力量
力求,力图
力争,力求
历史,履历
厉害,利害
立即,立时
立刻,马上
利落,利索
利用,使用
应用,运用
连累,牵累
牵连,拖累
株连,连累
连绵,绵亘
绵延,连绵
怜悯,怜惜
联想,偶像
塑像,联想
廉洁,廉明
廉正,廉洁
脸皮,面子
脸色,神情
神色,神态
粮食,食粮
谅解,体谅
体贴,原谅
疗养,休养
缭绕,萦绕
料峭,凛冽
料想,设想
着想,料想
瞭望,眺望
远眺,瞭望
劣等,下等
裂缝,裂痕
凛凛,凛然
吝啬,吝惜
悭吝,小气
灵便,灵活
灵巧,灵便
灵敏,敏捷
敏锐,灵敏
凌辱,侮辱
零落,脱落
零散,零碎
零星,琐碎
领导,领袖
领会,领略
领悟,领会
领教,请教
溜达,漫步
散步,溜达
浏览,涉猎
阅读,阅览
留神,留心
留意,留神
流弊,流毒
流畅,流利
流荡,流浪
流离,流落
流露,泄漏
泄露,流露
流氓,无赖
流派,派别
派系,流派
流亡,逃亡
亡命,流亡
流言,谣言
隆重,盛大
漏洞,马脚
破绽,漏洞
鲁莽,莽撞
冒昧,冒失
录用,任用
路程,途程
路子,门径
门路,路子
掠夺,掠取
抢夺,掠夺
伦比,匹敌
沦陷,失守
轮番,轮流
论战,论争
旅居,侨居
屡次,一再
履行,实施
实行,执行
率真,天真
略微,稍微
妈妈,母亲
麻痹,麻木
麻醉,麻痹
埋伏,潜伏
埋没,湮没
买卖,生意
卖弄,显示
蛮横,野蛮
满怀,满腔
满意,满足
谩骂,漫骂
咒骂,诅咒
漫游,周游
盲从,盲目
冒进,冒险
没落,衰落
眉目,头绪
美观,雅观
美好,美妙
美满,圆满
蒙蔽,蒙混
蒙受,遭逢
遭受,遭遇
曚昽,朦胧
猛烈,强烈
猛然,骤然
梦幻,梦境
弥漫,洋溢
迷糊,模糊
迷茫,渺茫
密切,亲密
腼腆,忸怩
面对,面临
面孔,面貌
嘴脸,面孔
苗条,细长
修长,苗条
描画,描摹
藐视,蔑视
歧视,轻视
灭亡,消灭
消亡,灭亡
名流,名人
名气,名望
名声,声名
名义,招牌
名誉,荣誉
声望,声誉
明白,明确
明澈,明净
明朗,明亮
明丽,明媚
明显,鲜明
显明,显然
铭记,铭刻
命根子,命脉
摸索,探索
陌生,生疏
莫非,难道
漠视,无视
谋害,谋杀
谋求,探求
谋生,营生
木材,木料
目标,目的
目睹,目击
目光,眼光
眼力,目光
沐浴,洗澡
暮年,晚年
耐烦,耐心
耐性,耐烦
难过,难受
难为,为难
脑袋,头颅
脑筋,脑子
头脑,脑筋
内耗,内讧
内心,心坎
心田,内心
能人,强人
拟定,制订
制定,拟定
逆料,意料
预断,预感
预见,预料
腻烦,厌烦
年代,年月
年华,韶华
年纪,年龄
年事,年纪
年青,年轻
青年,年青
年岁,岁数
念头,想法
宁可,与其
凝固,凝结
凝集,凝聚
凝眸,凝视
注视,凝眸
浓厚,浓郁
浓重,深厚
奴才,奴隶
暖和,温暖
挪动,移动
偶尔,偶然
偶合,巧合
爬行,匍匐
排斥,排挤
排除,清除
肃清,排除
排解,排遣
排练,排演
攀登,攀缘
盘缠,盘费
盘点,清点
盘诘,盘问
盘踞,占据
占领,占有
叛逃,潜逃
彷徨,徘徊
陪伴,陪同
培训,训练
配合,协同
朋侣,朋友
澎湃,汹涌
批改,删改
批判,批评
批示,指示
疲惫,疲乏
疲倦,疲劳
脾气,性格
性情,脾气
偏差,偏颇
偏僻,偏远
偏向,倾向
片段,片断
骗局,圈套
剽悍,强悍
漂泊,漂流
缥缈,虚无
飘荡,飘扬
招展,飘荡
贫乏,贫穷
贫寒,清苦
清贫,贫寒
贫苦,贫困
品德,品格
品性,品质
品味,寻味
聘请,聘任
聘用,招聘
平常,平凡
寻常,平常
平淡,平庸
平定,平息
平和,平易
温和,平和
平日,平时
平生,生平
平素,素来
平坦,平展
评论,谈论
讨论,议论
破例,破天荒
魄力,气魄
铺陈,铺叙
朴实,朴素
欺负,欺凌
欺侮,欺压
欺骗,诱骗
诈骗,欺骗
齐全,完全
完整,齐全
其他,其余
奇丽,秀丽
奇妙,巧妙
祈求,乞怜
乞求,祈求
崎岖,曲折
弯曲,崎岖
企图,妄图
妄想,企图
启迪,启发
启示,启迪
起飞,腾飞
起眼儿,显眼
绮丽,艳丽
气冲冲,气呼呼
气度,气宇
气质,气度
气愤,气恼
气概,气派
气势,气焰
气味,气息
恰当,适当
恰好,正好
恰恰,恰巧
迁居,乔迁
迁徙,迁移
迁延,拖延
牵扯,牵涉
谦恭,谦和
谦虚,谦逊
签名,签字
前辈,先辈
前方,前线
前后,先后
前进,跃进
前景,远景
前提,条件
前言,序言
前兆,先兆
预兆,朕兆
虔诚,虔敬
浅近,浅显
通俗,浅近
谴责,责难
腔调,声调
音调,腔调
强暴,强横
强硬,强暴
强健,强壮
茁壮,强健
抢救,挽救
拯救,抢救
切磋,商讨
切身,亲身
侵犯,侵略
侵吞,侵占
侵害,侵袭
侵扰,侵入
亲切,亲热
亲信,心腹
知己,亲信
亲自,自己
勤奋,勤恳
勤勉,勤奋
勤俭,勤苦
勤快,勤劳
轻薄,轻浮
轻狂,轻佻
轻便,轻巧
轻盈,轻便
轻捷,轻快
轻盈,轻捷
轻慢,亵渎
轻易,容易
倾诉,倾吐
倾销,推销
倾泻,倾注
清高,自豪
清静,恬静
幽静,清静
清朗,晴朗
清理,清算
整顿,清理
清癯,清瘦
清爽,清新
清香,幽香
清醒,苏醒
情景,情形
情况,状况
情面,人情
情势,形式
情态,状态
情绪,思绪
情义,情谊
情意,情义
顷刻,刹那
霎时,瞬息
请罪,谢罪
庆贺,庆祝
祝贺,庆贺
囚禁,软禁
幽禁,囚禁
求教,讨教
求援,求助
驱除,驱走
驱赶,驱逐
趋势,趋向
曲解,歪曲
取乐,取笑
去世,逝世
权力,权利
权益,权力
权势,实力
势力,权势
权威,威望
威信,权威
全部,全体
整个,整体
全面,周到
周密,周详
全盘,通盘
诠释,注解
注释,诠释
劝告,劝说
忠告,劝告
劝解,劝慰
确切,确实
确凿,确切
让步,退让
妥协,让步
饶恕,宽容
宽恕,饶恕
惹事,生事
热忱,热情
热心,热衷
热点,热门
热烈,热闹
人寰,人间
人世,人寰
仁慈,善良
忍耐,忍受
容忍,忍耐
认得,认识
认真,严肃
任何,所有
一切,任何
任凭,听凭
听任,任凭
任务,任意
义务,责任
恣意,任务
仍旧,依旧
仍然,依然
日后,往后
容许,许可
允许,准许
溶化,熔化
融化,溶化
溶解,融解
柔媚,妩媚
如果,要是
如何,怎么样
如今,现在
入迷,着迷
入手,下手
着手,入手
润色,润饰
修饰,润色
洒脱,潇洒
撒谎,说谎
撒泼,撒野
散播,散布
丧失,损失
骚动,骚扰
色彩,颜色
杀害,杀戮
屠戮,屠杀
山沟,山谷
山涧,山峡
山脚,山麓
擅自,私自
伤疤,伤痕
伤害,损害
伤心,痛心
商定,约定
上乘,上等
上当,受骗
少量,少许
奢侈,奢靡
设备,装备
摄影,照相
申斥,训斥
申明,声明
申述,申说
申诉,申述
伸展,舒展
深奥,深邃
深究,追究
深刻,深入
神采,神气
审判,审讯
渗入,渗透
慎重,郑重
庄严,慎重
生活,生涯
生计,生路
生命,性命
生养,生育
声援,声张
牲口,牲畜
畜生,牲口
胜负,输赢
盛怒,震怒
尸首,尸体
遗体,尸首
失节,失身
失口,失言
走嘴,失口
失落,失踪
失色,失神
十足,实足
时辰,时刻
时代,时期
时髦,时式
时兴,时髦
实况,实情
